,Artist,Song,uri,Acousticness,Danceability,Liveness,Loudness,Speechiness
500,STRFKR,"Being No One, Going Nowhere",spotify:track:2pSEhuPVhatz18cCLs5ZjY,0.1,0.654,0.107,0.8647282608695652,0.0253
501,Romare,Motherless Child,spotify:track:0y3z37R490UEdkyCdFmFDm,0.391,0.702,0.112,0.7031521739130434,0.0493
502,Benny Sings,Passionfruit,spotify:track:2kJkqf6oC5Fapsccu7qjXy,0.451,0.947,0.131,0.8010326086956523,0.0445
503,Creedence Clearwater Revival,Lookin' Out My Back Door,spotify:track:3RTUfvRgq3pYTf7XY0FIcS,0.188,0.745,0.0941,0.8458695652173913,0.0405
504,The Rolling Stones,"Paint It, Black",spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,0.0493,0.464,0.399,0.7677717391304348,0.0926
505,Dion,The Wanderer,spotify:track:1UwriLz98ILbRhrtohTca1,0.193,0.623,0.11,0.6604891304347825,0.0392
506,Buffalo Springfield,For What It's Worth,spotify:track:1qRA5BS78u3gME0loMl9AA,0.406,0.653,0.101,0.7433967391304347,0.0497
507,Stealers Wheel,Stuck In The Middle With You,spotify:track:3Vby4nGmtbDo7HDJamOWkT,0.0936,0.82,0.109,0.7711141304347827,0.0408
508,a-ha,Take on Me,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,0.018,0.573,0.0928,0.8120380434782609,0.054
509,Creedence Clearwater Revival,Fortunate Son,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,0.201,0.64,0.152,0.8153532608695653,0.0374
510,Donna Summer,Hot Stuff,spotify:track:2zMJN9JvDlvGP4jB03l1Bz,0.00559,0.823,0.0707,0.6397010869565217,0.0316
511,Marvin Gaye,Inner City Blues (Make Me Wanna Holler),spotify:track:4KuBTG9nvmPhgwlRoXnJrJ,0.705,0.641,0.0761,0.770217391304348,0.0332
512,IDLES,I'm Scum,spotify:track:4VJI2lzbzxiWakC9P35TZP,0.00214,0.533,0.138,0.9202173913043479,0.0627
513,Mountain Man,AGT,spotify:track:3Kp0nvXSyAiL2IJCgPZX5b,0.991,0.683,0.164,0.5522826086956522,0.47
514,Kenichiro Nishihara,Up All Night - Instrumental,spotify:track:16NUiQG6aziDCxG1fweacs,0.139,0.658,0.139,0.8173641304347827,0.0307
515,Cat Paw,respirando,spotify:track:0kFv2ZA6iLWhSLnTEQKroS,0.793,0.812,0.132,0.752663043478261,0.373
516,The Modern Lovers,South American Folk Songs - Live,spotify:track:1jugWQyzmM3F7ob2opQiOz,0.525,0.604,0.616,0.48733695652173914,0.0601
517,Rostam,Rudy,spotify:track:5sCab5LlHPDB6NjvrZMwdX,0.377,0.654,0.0891,0.7741847826086957,0.136
518,Loutribe Jigg,Facts,spotify:track:4vEHyJQ6DRcD6GvpaKhkTp,0.518,0.733,0.248,0.7089673913043478,0.277
519,Otis Redding,A Change Is Gonna Come - Mono; 2008 Remaster,spotify:track:2IkM8zrt6Y1F344CNfaDA0,0.531,0.414,0.275,0.7566576086956522,0.0523
520,The White Stripes,Icky Thump,spotify:track:2LMq1O0NiqGhPOlXo3McYQ,0.0209,0.417,0.0543,0.8228532608695653,0.0898
521,Decibel,Contessa,spotify:track:31tMfnSq3Ze0kEtRRo9FkR,0.656,0.842,0.0848,0.85375,0.0355
522,Pip Millett,Drunk & Alone,spotify:track:5oXRnKFIUCZT3vNk2pw7M5,0.539,0.679,0.0971,0.7151358695652174,0.112
523,Interpol,Obstacle 1,spotify:track:1v3H5oOSFpYcSAcgkhJYdp,4.95e-05,0.382,0.0708,0.8862771739130435,0.0622
524,Awon,Space Bass,spotify:track:1OU8aDd70M5SF3Rimdp3ut,0.616,0.687,0.145,0.7689402173913045,0.106
525,Karl Hector & The Malcouns,Kaifa Part 1 & 2,spotify:track:7ErGzwdIsKOdIWZ77VDGox,0.0205,0.644,0.245,0.8233152173913044,0.0358
526,Wiki,Elixir,spotify:track:1PyiRvWU7csopxZR122TUp,0.288,0.812,0.123,0.7977173913043479,0.507
527,Gianni Morandi,Fatti Mandare Dalla Mamma A Prendere Il Latte,spotify:track:7Al7UhD2nHA5dAhrCX7jyN,0.772,0.586,0.297,0.7233967391304347,0.0602
528,Compay Segundo,Chan chan - 99,spotify:track:1E8sJNOgqQS2jDPdeajS98,0.568,0.515,0.198,0.8241032608695653,0.0758
529,Tash Sultana,Jungle,spotify:track:6t1ahr2f1t9iSjjNFwFb4C,0.285,0.589,0.0881,0.8597282608695653,0.0291
530,Ibeyi,River,spotify:track:3VFj5odD26z1u2eV6Vwxa6,0.0962,0.654,0.106,0.6669565217391303,0.474
531,Jethro Tull,Bourée,spotify:track:3jNGLTOcA4a34rZD2y392C,0.371,0.522,0.219,0.6390217391304348,0.0511
532,The Stranglers,Golden Brown,spotify:track:2AX5E86cn9n2dgioZEjirI,0.143,0.562,0.138,0.5991032608695652,0.0304
533,Prof,Bar Breaker,spotify:track:6LyzqxbVyIUoDtr4dYshIl,0.101,0.65,0.281,0.9029347826086958,0.255
534,The Reservoir Dogs,Little Green Bag,spotify:track:5lonDGbuyPAOut5NTdn3rh,0.168,0.838,0.0578,0.6885597826086957,0.0384
535,Marianne Faithfull,Port Of Amsterdam,spotify:track:0VkaoJOIwVvymBRUNHomob,0.504,0.476,0.367,0.7527989130434783,0.0951
536,Jacob Banks,Part Time Love,spotify:track:3dhpEvVaZ81gUdmQjdNuK8,0.733,0.8,0.103,0.7291576086956522,0.042
537,The Internet,Go with It (feat. Vic Mensa),spotify:track:5cpB6MXX1RmdVHnTLcKtHC,0.281,0.664,0.16,0.7767663043478261,0.0802
538,Greentea Peng,Used to,spotify:track:5OVx7DEdvuep5xKFQHg84U,0.382,0.787,0.1,0.7803532608695654,0.0544
539,Nick Hakim,Cuffed,spotify:track:1uMujqG0hOvXAdr79aAw0w,0.0417,0.394,0.0808,0.8467119565217391,0.128
540,The Stylistics,Payback Is A Dog,spotify:track:4MG8xFGlRKpC0Is7Cs5M67,0.682,0.591,0.21,0.7735326086956522,0.0236
541,Gil Scott-Heron,The Revolution Will Not Be Televised,spotify:track:7kjg2NCn3Zx70m1DFHSSGO,0.535,0.558,0.101,0.6831793478260869,0.207
542,The Cleaners From Venus,Incident in a Greatcoat,spotify:track:12q7wlsqmemHAl7hVGh1m7,0.0275,0.623,0.155,0.7961684782608697,0.0565
543,The Art Of Noise,Peter Gunn (feat. Duane Eddy),spotify:track:1MeMfXuGPbO4qWVFZ1MeAV,0.00921,0.657,0.201,0.8406250000000001,0.0321
544,Slaves,One More Day Won’t Hurt - Bob Vylan Remix,spotify:track:6wZzrpsU6LhcwEHCsG6vRQ,0.00125,0.795,0.121,0.8582608695652174,0.253
545,Gorillaz,The Pink Phantom (feat. Elton John and 6LACK),spotify:track:6XyFC44z3MyVMd5ZrctiWL,0.498,0.485,0.0607,0.7979619565217392,0.0348
546,Donny Hathaway,Jealous Guy,spotify:track:4ZMofBIe1948b23GZJriAd,0.6,0.457,0.637,0.7754347826086958,0.0437
547,Moon Duo,Jukebox Babe,spotify:track:3KZcO29G6BjqIJbdsRg0Mo,0.257,0.804,0.19,0.7630978260869565,0.0718
548,Thee Oh Sees,Sticky Hulks,spotify:track:6jV4D5egMQKJzpcu9blbG6,0.0595,0.363,0.0991,0.8121195652173914,0.0288
549,NEIL FRANCES,Downtown,spotify:track:6y603o6IifW5c3ahkCwZka,0.158,0.77,0.0983,0.8142119565217392,0.0355
550,Mountain Man,AGT,spotify:track:6DUxmvSrqSPmVQRPDmvowm,0.991,0.654,0.291,0.550679347826087,0.523
551,The Jacksons,Blame It on the Boogie,spotify:track:3qI94hINNNeb4S7xQi18lS,0.0765,0.774,0.0867,0.7426086956521739,0.0799
552,Chuuwee,CALIFORNIA/EXIT,spotify:track:0Lxs0Bl5OeNks8h05JZPAv,0.324,0.615,0.272,0.7666032608695652,0.0569
553,The Kills,U.R.A Fever,spotify:track:30ZHW440CfBiCigLcP4ZrJ,0.166,0.736,0.0795,0.8473641304347826,0.281
554,KAINA,La Luna,spotify:track:5dLkQJdUKnsxZP0OTAynxb,0.857,0.634,0.0995,0.7847554347826088,0.0452
555,Iosonouncane,"Vedrai, vedrai",spotify:track:6YeImX4MIHmfHW6NTOqdhu,0.287,0.225,0.0881,0.660679347826087,0.0326
556,Iosonouncane,Novembre,spotify:track:3JzX9qxJ0TPPURdrd2ZzCO,0.367,0.292,0.0779,0.719945652173913,0.0305
557,Lucio Dalla,Banana Republic,spotify:track:2e6qpb1CBshxyZRdR74Czl,0.685,0.548,0.952,0.6488586956521739,0.0321
558,Duane Eddy,Peter Gunn,spotify:track:3owKZYdWWzNcThn3NLRkb3,0.0829,0.539,0.399,0.8208152173913044,0.0401
559,Pink Floyd,Wish You Were Here,spotify:track:1HzDhHApjdjXPLHF6GGYhu,0.718,0.499,0.379,0.6452445652173914,0.0484
560,"Clarence ""Frogman"" Henry",Ain't Got No Home,spotify:track:06r30bE8T4VXXN7hI9o93L,0.32,0.662,0.131,0.8008967391304349,0.0569
561,Dionne Farris & Charlie Hunter,You're Gonna Need Me,spotify:track:3JXtsmLSFbZ5u4yY83cnMG,0.82,0.715,0.104,0.6140217391304347,0.274
562,Alice Phoebe Lou,She,spotify:track:1uUjjVM3Dp9RDxhaJbu0RG,0.117,0.358,0.0899,0.7826902173913044,0.0388
563,Blonde Redhead,Elephant Woman,spotify:track:6umL7Ne4hbRmRlK4vjvjpi,0.000844,0.453,0.0664,0.8513586956521739,0.0523
564,The Heavy,What Makes A Good Man?,spotify:track:3nGWzFBJ5tMzHWAgs16fK6,0.000259,0.456,0.291,0.9036956521739131,0.0786
565,Ginevra Di Marco,Malarazza,spotify:track:692MJAXAAv1XUVlg0vWla8,0.216,0.598,0.0772,0.8964945652173913,0.0717
566,Siouxsie and the Banshees,The Passenger,spotify:track:6EZDbjz2X5XzgIZCtbsrXh,0.0309,0.457,0.135,0.8961141304347827,0.0673
567,Thundercat,Show You The Way,spotify:track:2ZIHKdsXfOS3cZoGRD2vGL,0.148,0.698,0.101,0.7390217391304348,0.0663
568,Rey Cabrera,Hasta Siempre Comandante (Guajira),spotify:track:0JmERhHsICMpASYW5Vp1NK,0.775,0.683,0.273,0.7821195652173913,0.0282
569,FKJ,Losing My Way,spotify:track:4yMT3mbUsiukLDRqPfQ9rN,0.562,0.838,0.0987,0.6283423913043479,0.228
570,Disclosure,Expressing What Matters,spotify:track:16BBgexi1do4TUwdkbdmjY,0.015,0.781,0.128,0.7977445652173913,0.0914
571,Ivy Sole,Rollercoaster,spotify:track:0dmafcQm47lVWFCoe2h9eX,0.381,0.757,0.102,0.699429347826087,0.166
572,John Craigie,I Wrote Mr. Tambourine Man (Live),spotify:track:5YUEx98onJjOs5io2LHLjb,0.674,0.492,0.921,0.7837771739130435,0.0521
573,Greentea Peng,Downers,spotify:track:1fnU60yGjhsP1QY335rH2m,0.275,0.761,0.0721,0.6365217391304349,0.134
574,The Friends Of Distinction,Grazing In the Grass,spotify:track:755QPhAgO1YSmbs8a9M9b9,0.498,0.595,0.355,0.8323641304347826,0.163
575,Pasteur Lappe,More Sekele Movement (Papa Ni Mama),spotify:track:3z5OAhAIJ5ODAeBLcidYLn,0.139,0.803,0.052,0.7755978260869566,0.0526
576,Gabriel Garzón-Montano,Sour Mango,spotify:track:6N5TKOIuVz6THKWrjK1neQ,0.000335,0.421,0.0374,0.7795652173913044,0.202
577,Mr Jukes,From Golden Stars Comes Silver Dew,spotify:track:0aH15Vuv5SLqrKgiPrur4G,0.0738,0.665,0.595,0.8782608695652174,0.0251
578,La rappresentante di lista,La rappresentante di lista,spotify:track:42WaMxJa7E7tf9UcUazFJZ,0.255,0.71,0.309,0.8588858695652175,0.0484
579,"Peter, Paul and Mary",I Dig Rock and Roll Music,spotify:track:6XQZ6hb6ynQafnlSA0JSH4,0.156,0.701,0.322,0.7710054347826087,0.0424
580,Elio e le Storie Tese,Parco Sempione,spotify:track:37WqAu8oeqGnh87Fgf8xYZ,0.575,0.763,0.339,0.7879347826086958,0.213
581,Two Feet,You're so Cold,spotify:track:6ytwjgwBRxYTUxYJbbkCtf,0.156,0.894,0.105,0.8062228260869566,0.0838
582,Premiata Forneria Marconi,Impressioni di Settembre,spotify:track:1GvxhaDf74MouubsE2zko0,0.728,0.264,0.168,0.8282880434782609,0.0345
583,Babe Rainbow,Peace Blossom Boogy,spotify:track:5qNNanYonpCwahfJGuFVRQ,0.041,0.661,0.105,0.8955434782608697,0.0307
584,The Smiths,This Night Has Opened My Eyes - 2011 Remaster,spotify:track:69Kzq3FMkDwiSFBQzRckFD,0.00102,0.696,0.272,0.7911413043478261,0.0274
585,Matt Duncan,Tell You What I Know,spotify:track:53dIilYJEBNJmcIrxEhFqL,0.439,0.714,0.216,0.7097010869565218,0.0371
586,Khalid,Young Dumb & Broke,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,0.199,0.799,0.165,0.8470108695652174,0.0421
587,Jamie Woon,Sharpness,spotify:track:2dk5HQv2V6hEVeGGlPvCFA,0.259,0.849,0.102,0.8058695652173914,0.0565
588,Blondie,One Way Or Another - Remastered,spotify:track:4cQJ27R11K634x5qCOwKW5,0.0305,0.45,0.152,0.8728532608695653,0.0607
589,Eurythmics,Sweet Dreams (Are Made of This),spotify:track:6zIfdCmmhPCX0cMquBsC37,0.3,0.713,0.122,0.698641304347826,0.0434
590,Jungle,Lemonade Lake,spotify:track:4AvmSuHmHLgQaovHWX9vhm,0.195,0.461,0.291,0.763913043478261,0.039
591,883,Hanno ucciso l'Uomo Ragno,spotify:track:5aowfqA6aFjK1FScZmg4pN,0.0338,0.629,0.649,0.8628260869565219,0.0431
592,Sliim Bambino,Block Call Like Dikembe,spotify:track:7Ld73vTi5Ld1SQv2P9JObC,0.234,0.684,0.249,0.8676902173913044,0.0409
593,Diane Coffee,Hymn,spotify:track:383KOA6LFRbmJSu8FBZZs7,0.0386,0.355,0.343,0.8149728260869566,0.0324
594,Chuck Brown and the Soul Searchers,Bustin' Loose,spotify:track:3SJkwOKNpMz1z9nEICH6xa,0.27,0.865,0.0676,0.8285326086956523,0.0623
595,Alice Coltrane,Turiya & Ramakrishna,spotify:track:4DVu7YgHVJaeN0C7HNpy2q,0.913,0.418,0.248,0.6210326086956522,0.0303
596,Elton Aura,Copy/Paste,spotify:track:08KMh61hPslT7sEf2tEgtT,0.124,0.79,0.0604,0.8873097826086958,0.307
597,Eryn Allen Kane,Sunday,spotify:track:44RQIKmcpCf3YTW9XZ2SGQ,0.58,0.623,0.35,0.8447010869565218,0.0396
598,Gorillaz,The Valley of The Pagans (feat. Beck),spotify:track:3oP3Tfn86FRmxAGsV0TqCp,0.0778,0.75,0.117,0.861929347826087,0.0457
599,Vinicio Capossela,Il ballo di San Vito - 2018 Remaster,spotify:track:2tHXfOES6cJLlrFHIfoVeH,0.0645,0.576,0.126,0.879483695652174,0.0399
600,Luigi Tenco,Mi sono innamorato di te,spotify:track:2mk42YyKT2pV4Kbc78lSVU,0.887,0.337,0.22,0.6834782608695652,0.0335
601,Jonathan Wilson,Trafalgar Square,spotify:track:26Rhg73UgqxO98EAPX6Ene,0.078,0.43,0.337,0.780217391304348,0.0331
602,Beyond The Wizards Sleeve,Creation,spotify:track:2A6DhpDS6I5fickCZi3WBn,0.055,0.433,0.244,0.8015489130434783,0.0358
603,The Arcs,Lake Superior,spotify:track:1s5wRbjKYS4PwvRiUDGtVt,0.0148,0.51,0.115,0.8259239130434783,0.0484
604,IDLES,Colossus,spotify:track:4dT9ieu9LwGqst9CT29TCm,0.00189,0.344,0.304,0.8591847826086958,0.0665
605,The Beatles,All You Need Is Love - Remastered 2009,spotify:track:68BTFws92cRztMS1oQ7Ewj,0.346,0.4,0.155,0.8085054347826088,0.0295
606,Clap Your Hands Say Yeah,Satan Said Dance,spotify:track:1RvaEm9T7sDm5yjDezbDGa,0.000311,0.452,0.372,0.8871195652173913,0.0822
607,Nilüfer Yanya,Golden Cage,spotify:track:5dbipfm2AgqVgAT7Yip87C,0.654,0.797,0.12,0.7883152173913044,0.0823
608,The Staves,Chicago - Live,spotify:track:6LcnSb0jXuhbdA7EFevKgv,0.955,0.406,0.087,0.6395923913043479,0.0352
609,Stefano Rosso,Una storia disonesta,spotify:track:068wCIIVm2y0eaDwDzbihX,0.351,0.533,0.473,0.775842391304348,0.14
610,Theophilus London,Only You,spotify:track:72YPaG6qMvhZZCmibYD1TQ,0.132,0.743,0.0921,0.885,0.0726
611,Iron Butterfly,In-A-Gadda-Da-Vida - Single Version,spotify:track:41TqRBgF4Ahyr4vGmZVk8b,0.00291,0.472,0.181,0.761304347826087,0.0309
612,Franco Battiato,Cuccurucucù - Remastered,spotify:track:70H6sWVx9av1ShluLpNOJ2,0.132,0.724,0.0797,0.8181250000000001,0.0551
613,The War On Drugs,Holding On,spotify:track:2h5CXy8Pme1lTY3CUAEI1i,0.000611,0.444,0.0453,0.8829891304347827,0.0403
614,Il Pan Del Diavolo,FolkRockaBoom,spotify:track:5Zsy2iPWIcPkWzvHI4vru4,0.712,0.424,0.0761,0.7686684782608697,0.0304
615,Hail Mary Mallon,Jonathan,spotify:track:6STfANNh4KNPyxakX5AS0N,0.00514,0.618,0.544,0.8285597826086957,0.35
616,The Uncluded,Bats,spotify:track:00RfIXmZ4JvhaGKK4xR6ow,0.16,0.631,0.101,0.9018750000000001,0.275
617,Donna Summer,Hot Stuff - Single Version,spotify:track:2KNCPZQDalFIK3zZXlp6fd,0.00494,0.817,0.064,0.6814130434782609,0.0323
618,Ramin Djawadi,The Winds of Winter,spotify:track:0wXNnmvuTP0jPMpAXakSs8,0.535,0.393,0.153,0.7451358695652174,0.0504
619,Tally Hall,Hidden In the Sand,spotify:track:0RjG5JmdOWXAR68dGlKBA5,0.514,0.547,0.119,0.6858967391304348,0.149
620,Fabrizio De André,Dolcenera,spotify:track:1DFFUsN49AUonUcTiQNnjI,0.177,0.68,0.201,0.7924456521739132,0.0436
621,Nobraino,Endorfine,spotify:track:3VWs0XeLsqHWVoG1iT5yfw,0.648,0.676,0.605,0.7667934782608696,0.215
622,The California Honeydrops,Don't Let the Green Grass Fool You (Live),spotify:track:1PLXHl630NVeLZVjC42pZW,0.457,0.533,0.604,0.8310597826086957,0.0712
623,Leon Bridges,Twistin' & Groovin',spotify:track:4yfBGNMDSFV54qjC3sw0pS,0.374,0.684,0.122,0.8366576086956522,0.0332
624,IDLES,Danny Nedelko,spotify:track:0gqsJm7b3KPSpqA2FsVn53,0.000277,0.402,0.243,0.8985326086956522,0.0562
625,Smellington Piff,Authentic Fakes (feat. Rag'n'bone Man),spotify:track:6SQr5nFWS7Jik95MIdjn4H,0.0485,0.672,0.115,0.8800271739130435,0.397
626,James Brown & The Famous Flames,I Got You (I Feel Good),spotify:track:5haXbSJqjjM0TCJ5XkfEaC,0.412,0.613,0.286,0.7809782608695652,0.0935
627,War,Low Rider,spotify:track:7Bz8yww6UMbTgTVLG6zbI4,0.0877,0.812,0.0563,0.7271739130434783,0.0493
628,War,Galaxy,spotify:track:1SbA3jg6wqrUcmvSk4Fw7x,0.0545,0.719,0.0782,0.7278804347826087,0.0638
629,Bill Withers,Grandma's Hands,spotify:track:1qfDfZAvrkSAFrAR2FTQDv,0.593,0.731,0.111,0.613641304347826,0.0878
630,Daniel Johnston,Walking The Cow,spotify:track:5LLwNwjsdHvg5teMP6zO5Z,0.99,0.595,0.295,0.6655978260869565,0.0841
631,Tre Allegri Ragazzi Morti,La faccia della Blue Moon,spotify:track:2cUch6bnMb4rx0KPN9vGSE,0.638,0.7,0.163,0.8007065217391305,0.0518
632,The Turtles,Elenore,spotify:track:4DWFSrNnZXow1aB96gByho,0.6,0.63,0.24,0.7911413043478261,0.0375
633,Dirty Projectors,My Offwhite Flag,spotify:track:2qHmKubuHloim6zbwxiIpS,0.751,0.569,0.105,0.8961956521739131,0.0587
634,Andy Allo,Knew You At All,spotify:track:7xsAO2iHsovc9RJX96o7nj,0.902,0.523,0.0837,0.7732336956521739,0.0623
635,Conner Youngblood,The Birds of Finland,spotify:track:08vI1itqlewxiVd7oBUXbJ,0.693,0.466,0.341,0.6440760869565217,0.0331
636,Franco Battiato,E Ti Vengo A Cercare - Remastered 2008,spotify:track:12SccVj2Jqibxc1zRuUzTC,0.531,0.262,0.146,0.8165489130434783,0.0361
637,CoryaYo,1995,spotify:track:21IiEw3SqSLLcMmPQt44zC,0.101,0.798,0.196,0.7903804347826088,0.17
638,c a n d i d !,The Ballad of Harambe,spotify:track:3V4Pxg4Xs4bifKJpYBAFBi,0.00509,0.485,0.864,0.7622010869565219,0.0364
639,CHIC,Le Freak,spotify:track:7z3aH1QV2zwMKXxShBNOGe,0.0363,0.847,0.186,0.5927717391304347,0.054
640,Poppy Ajudha,Spilling into You,spotify:track:2wYGR8qGhiwsUV12KgroSo,0.432,0.695,0.381,0.7994021739130436,0.395
641,Joey Pecoraro,The Sea,spotify:track:4kPPj8k1gBxVeC5KxzZvta,0.942,0.534,0.103,0.47217391304347833,0.0316
642,eevee,belas,spotify:track:4AiI4vY2SnkfGN6MbZpXtf,0.293,0.809,0.112,0.5624184782608695,0.185
643,Tomppabeats,Monday Loop,spotify:track:1NE3RGTUNgdptVMfKQFoK8,0.872,0.742,0.132,0.7877173913043479,0.043
644,Denitia and Sene,breathe.scream.dream.,spotify:track:4yujHMS6DFR6r4tBSGmm41,0.92,0.434,0.107,0.7933152173913044,0.0369
645,Amy Winehouse,Mr Magic (Through The Smoke),spotify:track:5ZTZL5UlpF3UZ8H7BhoI9N,0.0203,0.858,0.0961,0.8228260869565218,0.0416
646,Thundercat,Friend Zone,spotify:track:1QqJP4E1i6EaocGqa9jxIn,0.265,0.589,0.114,0.8847826086956523,0.0353
647,Moods,Get to Know You,spotify:track:6TN34df2U6jlMVz575CWq4,0.13,0.779,0.114,0.8395923913043479,0.249
648,Sylvan Esso,Die Young - Echo Mountain Sessions,spotify:track:2gz3Sle82546sChLc7aMHL,0.438,0.774,0.0897,0.77375,0.0271
649,Fat White Family,Fringe Runner,spotify:track:6GrqbAHpKKXCTkOz3muGry,0.00103,0.546,0.0982,0.8750000000000001,0.0443
650,j'san,waking up in the park,spotify:track:278zobyI14d3iaE39jGfHM,0.959,0.626,0.243,0.7298369565217391,0.117
651,Mr. Hong,one tiramisu to share,spotify:track:5edmHdrOaR8gr9ZUwR0x60,0.89,0.666,0.206,0.3812771739130435,0.0409
652,Monte Booker,Mona Lisa,spotify:track:5KqbsqDW0xgOpZDVxKQPZk,0.731,0.492,0.0918,0.7588586956521739,0.204
653,Medasin,Silver,spotify:track:7yoBZRZxrnar7O5iofpqOR,0.059,0.677,0.11,0.8854619565217392,0.247
654,The Trammps,Disco Inferno - Single Edit,spotify:track:22ff60cZy4APp7bzESHLR8,0.0261,0.766,0.18,0.9149456521739131,0.0361
655,Your Old Droog,Grandma Hips,spotify:track:4ESiKhFCTWdK7xRVy7l8yN,0.272,0.752,0.22,0.9041304347826088,0.316
656,Al Green,Take Me to the River,spotify:track:2RJ2EuplLNd7wAZiW5Z8qe,7.23e-06,0.251,0.327,0.8790489130434783,0.108
657,AC/DC,Dirty Deeds Done Dirt Cheap,spotify:track:2d4e45fmUnguxh6yqC7gNT,0.214,0.668,0.135,0.8869565217391304,0.17
658,Finn Foxell,Bounce,spotify:track:1mXMyPpKcMz8QB6gIwHbBz,0.151,0.805,0.105,0.7175271739130434,0.319
659,Wilma Archer,Scarecrow,spotify:track:0g7p7VnuuRmzva6ZuEVceK,0.789,0.433,0.304,0.7028260869565217,0.0332
660,Woo Park,Sex Jam,spotify:track:5Z8eEB4J7SuBFfI1EJ66Oh,0.223,0.57,0.128,0.6758967391304348,0.0723
661,CCCP – Fedeli Alla Linea,Amandoti,spotify:track:4n3g7DKjJLUuinWeh2Rgbe,0.608,0.403,0.481,0.7091576086956521,0.027
662,99 Posse,Quello che,spotify:track:6KWjSuNHRFmbJF38vGH1qR,0.0583,0.693,0.74,0.772663043478261,0.0767
663,Eugenio In Via Di Gioia,Giovani illuminati,spotify:track:1MjJFgtJ9r0grvR1o7S8LY,0.574,0.46,0.127,0.8317391304347826,0.0551
664,Management,Naufragando,spotify:track:6bJL4yIWjL0z7fq8qp0T5A,0.00135,0.669,0.0766,0.7961956521739131,0.0314
665,La rappresentante di lista,Siamo ospiti,spotify:track:6edohrZxCMuUoO341gbdr5,0.303,0.505,0.0881,0.7352445652173912,0.0323
666,Sister Sledge,We Are Family,spotify:track:5IKLwqBQG6KU6MP2zP80Nu,0.3,0.784,0.272,0.8795652173913044,0.0923
667,Harold Melvin & The Blue Notes,Don't Leave Me This Way (feat. Teddy Pendergrass),spotify:track:4vYauy3ABO65vTXggGYaZg,0.278,0.472,0.103,0.7790489130434783,0.0599
668,Steve Harley & Cockney Rebel,Sebastian - 2012 Remaster,spotify:track:16889jRQ2uzOeDSHaMRLIw,0.679,0.252,0.0663,0.6333967391304348,0.0348
669,Patti Smith,Smells Like Teen Spirit,spotify:track:05Umbh1rVwvTUWHnhRcENn,0.115,0.452,0.108,0.8464945652173914,0.0387
670,Arthur Brown,Fire,spotify:track:2b3gYFVO0aKOYlbV9eRrfl,0.127,0.58,0.643,0.7930434782608696,0.0554
671,FIDLAR,Get Off My Rock,spotify:track:12cgh6suCwcpMaUnrvd6SS,0.0477,0.553,0.396,0.9013315217391304,0.226
672,Baustelle,Un romantico a Milano,spotify:track:26OuAugXdIqwWcy5zGuirL,0.118,0.629,0.344,0.8666847826086957,0.0304
673,Vegyn,Nauseous / Devilish,spotify:track:0PN1iUBRQDWUtqwEvVfWfD,0.761,0.646,0.115,0.7740489130434783,0.328
674,Chong the Nomad,Ghosts in the Shower,spotify:track:38B82qACWbZEHsraKeB9pO,0.0262,0.887,0.0748,0.8236684782608696,0.375
675,Gruppo Z,Dimmi bel giovane,spotify:track:6OdMI1C4ldppAnGlnsX8Ay,0.967,0.377,0.236,0.6379347826086956,0.0362
676,Death Grips,80808,spotify:track:6iSqrUJS6Z1kMUb2cmjHkL,0.00133,0.55,0.181,0.8946739130434783,0.293
677,Cesária Evora,Tchintchirote,spotify:track:6MC0QTKf4VTZ6HWeTmNPGp,0.704,0.507,0.357,0.7623913043478261,0.04
678,Caribou,Bees,spotify:track:3rN3BHWnlvRkXIhE7KGbSU,0.785,0.715,0.111,0.6714673913043477,0.0304
679,Frank Sinatra,Somethin' Stupid,spotify:track:4feXcsElKIVsGwkbnTHAfV,0.736,0.257,0.252,0.6689945652173913,0.0357
680,HNNY,You Feeling Alright,spotify:track:3eKkPJ0Zg25w086UGwp6am,0.319,0.845,0.173,0.6474184782608695,0.247
681,Jamila Woods,Lonely (feat. Lorine Chia),spotify:track:31c86U35gJEV813lIaQzZe,0.0305,0.763,0.13,0.796358695652174,0.0429
682,Sleaford Mods,TCR,spotify:track:0kXnt7gHUw7QzAoibZExo2,0.408,0.82,0.223,0.8281521739130435,0.093
683,Yo La Tengo,Autumn Sweater,spotify:track:4R7kumtHnf5SsKyPYrVO5r,0.141,0.628,0.135,0.6816576086956522,0.0427
684,Tabby,prequel,spotify:track:6IchlhS8L9f17NA3xn8z8m,0.538,0.769,0.144,0.8048641304347827,0.0769
685,Modest Mouse,Ocean Breathes Salty,spotify:track:4ToYlykhwpW98KtMIGnWQK,0.0407,0.646,0.293,0.9332608695652175,0.0369
686,Aesop Rock,Hot Dogs,spotify:track:6UVYAd53iAPN1g4hifhBkS,0.239,0.56,0.382,0.8537228260869566,0.138
687,Nothing But Thieves,Amsterdam,spotify:track:454I78HEySdcHE8fcVabTb,0.00403,0.511,0.242,0.8956521739130435,0.242
688,The Dandy Warhols,Bohemian Like You,spotify:track:0yEhNqCwEfy8LHUmnZoHpP,0.00315,0.584,0.133,0.8522554347826088,0.0344
